experiment_id,experiment,evidence_type,code_commit,model,hardware,cell_id,policy,bps_tier,link_msg_bytes,rep,repetitions,seed,workload_trace_hash,zipf_alpha,pool_size,distinct_prefixes_total,phase_shift_at_request,n_requests,warmup_request_count,concurrency,prefix_token_target,fixed_output_tokens,kv_cache_tokens_per_instance_shadow,utility_tau_s,utility_lambda,utility_gate_s,topk,j,guard_ms,prefill_tokens_per_ms,queue_penalty_ms,generation_mode,vllm_cache_salt,semantic_prompt_contains_policy,metric_scope,status,request_count,cell_active_s,upserts_generated,upserts_per_s,raw_ad_bytes_per_s,affinity_selection_rate,vllm_cached_token_rate,vllm_cached_tokens_total,stale_fallback_count,stale_fallback_rate,ttft_mean_ms,ttft_p50_ms,ttft_p95_ms,latency_p50_ms,latency_p95_ms,retried_request_count,request_error_rate,link_bps,link_bytes_sent,link_upserts_sent,link_tombstones_sent,link_dropped_superseded,link_dropped_replica_cap,link_dropped_low_utility,ad_queue_delay_p50_s,ad_queue_delay_p95_s,tombstone_delay_p95_s,ewma_dq_final_s
20260723_shared_link_live_v1_ideal_rep0,shared_link_live_v1,hybrid_live_vllm_simulated_link,112e71c4e7d7ad802c9425949cc3281c862aaecf,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU,ideal,ideal,none,64,0,4,20260723,4a8557a7afb0a0bfe269052f2ec47d46c552e97c2231eb1debad8358d55c1172,0.55,64,128,64,128,32,4,2048,4,104544,30.0,28.0,0.05,8,4,0.5,50.0,2.0,greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v1:full:ideal:rep0,False,TTFT and cached-token telemetry are live vLLM measurements; only the shared control link is simulated.,Current,96,37.213151768781245,128,3.4396441557896047,220.1372259705347,0.34375,1.0,99872.0,0,0.0,574.7761000416667,821.766773,959.087016,973.295149,1195.931023,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20260723_shared_link_live_v1_agg_adaptive@high_rep0,shared_link_live_v1,hybrid_live_vllm_simulated_link,03caaa06429897b57dfd56f4ce889529cf5b71bc,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU,agg_adaptive@high,agg_adaptive,high,64,0,4,20260723,4a8557a7afb0a0bfe269052f2ec47d46c552e97c2231eb1debad8358d55c1172,0.55,64,128,64,128,32,4,2048,4,104544,30.0,28.0,0.05,8,4,0.5,50.0,2.0,greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v1:full:agg_adaptive@high:rep0,False,TTFT and cached-token telemetry are live vLLM measurements; only the shared control link is simulated.,Current,96,40.15254074148834,128,3.1878431012397104,204.02195847934146,0.3125,1.0,87504.0,0,0.0,722.3884421770833,975.839327,1166.057232,1150.389281,1477.767311,0,0.0,300.0,8128,127,0,1,0,0,0.6421840889379382,0.858158465474844,0.0,0.5956048826820036
20260723_shared_link_live_v1_ideal_rep1,shared_link_live_v1,hybrid_live_vllm_simulated_link,03caaa06429897b57dfd56f4ce889529cf5b71bc,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU,ideal,ideal,none,64,1,4,20260723,7fc7697306ca2259b8857df7de2a16b5371f3a7d085cb685857596308dbe0191,0.55,64,128,64,128,32,4,2048,4,104544,30.0,28.0,0.05,8,4,0.5,50.0,2.0,greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v1:full:ideal:rep1,False,TTFT and cached-token telemetry are live vLLM measurements; only the shared control link is simulated.,Current,96,41.153664296492934,128,3.110294118108652,199.05882355895372,0.3541666666666667,1.0,95776.0,0,0.0,645.3827474583334,940.692428,1226.392604,1114.322608,1437.376347,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20260723_shared_link_live_v1_exact_fifo@low_rep1,shared_link_live_v1,hybrid_live_vllm_simulated_link,03caaa06429897b57dfd56f4ce889529cf5b71bc,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU,exact_fifo@low,exact_fifo,low,64,1,4,20260723,7fc7697306ca2259b8857df7de2a16b5371f3a7d085cb685857596308dbe0191,0.55,64,128,64,128,32,4,2048,4,104544,30.0,28.0,0.05,8,4,0.5,50.0,2.0,greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v1:full:exact_fifo@low:rep1,False,TTFT and cached-token telemetry are live vLLM measurements; only the shared control link is simulated.,Current,96,41.808192872442305,128,3.0616008778597714,195.94245618302537,0.2708333333333333,1.0,87456.0,0,0.0,683.9246143229167,953.579654,1153.951923,1127.302054,1430.963173,0,0.0,960.0,8192,128,0,0,0,0,0.2018709136173129,0.27191009279340506,0.0,0.18973431669008028
20260723_shared_link_live_v1_exact_fifo@med_rep1,shared_link_live_v1,hybrid_live_vllm_simulated_link,03caaa06429897b57dfd56f4ce889529cf5b71bc,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU,exact_fifo@med,exact_fifo,med,64,1,4,20260723,7fc7697306ca2259b8857df7de2a16b5371f3a7d085cb685857596308dbe0191,0.55,64,128,64,128,32,4,2048,4,104544,30.0,28.0,0.05,8,4,0.5,50.0,2.0,greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v1:full:exact_fifo@med:rep1,False,TTFT and cached-token telemetry are live vLLM measurements; only the shared control link is simulated.,Current,96,40.587182093411684,128,3.1537050220783276,201.83712141301297,0.2708333333333333,1.0,87456.0,0,0.0,684.13687215625,969.621661,1163.292978,1146.547688,1405.933345,0,0.0,410.0,8192,128,0,0,0,0,0.4698060639202595,0.6290995301678777,0.0,0.4365812089982909
20260723_shared_link_live_v1_exact_fifo@high_rep1,shared_link_live_v1,hybrid_live_vllm_simulated_link,03caaa06429897b57dfd56f4ce889529cf5b71bc,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU,exact_fifo@high,exact_fifo,high,64,1,4,20260723,7fc7697306ca2259b8857df7de2a16b5371f3a7d085cb685857596308dbe0191,0.55,64,128,64,128,32,4,2048,4,104544,30.0,28.0,0.05,8,4,0.5,50.0,2.0,greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v1:full:exact_fifo@high:rep1,False,TTFT and cached-token telemetry are live vLLM measurements; only the shared control link is simulated.,Current,96,44.55337509140372,128,2.8729585522398895,183.86934734335293,0.2708333333333333,1.0,87456.0,0,0.0,736.6488807083333,997.324084,1252.341567,1179.135931,1536.129419,0,0.0,300.0,8192,128,0,0,0,0,0.6420241398736835,0.8578785536810756,0.0,0.5951247573512066
20260723_shared_link_live_v1_local_topk@low_rep1,shared_link_live_v1,hybrid_live_vllm_simulated_link,03caaa06429897b57dfd56f4ce889529cf5b71bc,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU,local_topk@low,local_topk,low,64,1,4,20260723,7fc7697306ca2259b8857df7de2a16b5371f3a7d085cb685857596308dbe0191,0.55,64,128,64,128,32,4,2048,4,104544,30.0,28.0,0.05,8,4,0.5,50.0,2.0,greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v1:full:local_topk@low:rep1,False,TTFT and cached-token telemetry are live vLLM measurements; only the shared control link is simulated.,Current,96,44.75809730030596,128,2.8598177250739614,183.02833440473353,0.2708333333333333,1.0,85376.0,0,0.0,728.9914453645833,969.735421,1286.106021,1151.458731,1494.144731,0,0.0,960.0,11456,128,51,0,0,0,0.20401665195822716,0.4089681953191757,0.4738585911691189,0.2814942460295158
20260723_shared_link_live_v1_local_topk@med_rep1,shared_link_live_v1,hybrid_live_vllm_simulated_link,03caaa06429897b57dfd56f4ce889529cf5b71bc,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU,local_topk@med,local_topk,med,64,1,4,20260723,7fc7697306ca2259b8857df7de2a16b5371f3a7d085cb685857596308dbe0191,0.55,64,128,64,128,32,4,2048,4,104544,30.0,28.0,0.05,8,4,0.5,50.0,2.0,greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v1:full:local_topk@med:rep1,False,TTFT and cached-token telemetry are live vLLM measurements; only the shared control link is simulated.,Current,96,44.554225916042924,128,2.872903689118078,183.865836103557,0.2708333333333333,1.0,85376.0,0,0.0,712.665235875,968.493825,1245.341085,1156.633686,1468.068431,0,0.0,410.0,11456,128,51,0,0,0,0.47202556673437357,0.9443992888554931,1.1004132218658924,0.649046632925254
20260723_shared_link_live_v1_local_topk@high_rep1,shared_link_live_v1,hybrid_live_vllm_simulated_link,03caaa06429897b57dfd56f4ce889529cf5b71bc,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU,local_topk@high,local_topk,high,64,1,4,20260723,7fc7697306ca2259b8857df7de2a16b5371f3a7d085cb685857596308dbe0191,0.55,64,128,64,128,32,4,2048,4,104544,30.0,28.0,0.05,8,4,0.5,50.0,2.0,greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v1:full:local_topk@high:rep1,False,TTFT and cached-token telemetry are live vLLM measurements; only the shared control link is simulated.,Current,96,45.2201774418354,128,2.8305948194175135,181.15806844272086,0.2708333333333333,1.0,83328.0,0,0.0,751.4898777708333,994.55526,1293.864462,1195.26311,1534.871772,0,0.0,300.0,11520,128,52,0,0,0,1.0797227006405592,2.4738410422578454,2.53882416151464,1.6274638648386195
20260723_shared_link_live_v1_agg_static@low_rep1,shared_link_live_v1,hybrid_live_vllm_simulated_link,03caaa06429897b57dfd56f4ce889529cf5b71bc,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU,agg_static@low,agg_static,low,64,1,4,20260723,7fc7697306ca2259b8857df7de2a16b5371f3a7d085cb685857596308dbe0191,0.55,64,128,64,128,32,4,2048,4,104544,30.0,28.0,0.05,8,4,0.5,50.0,2.0,greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v1:full:agg_static@low:rep1,False,TTFT and cached-token telemetry are live vLLM measurements; only the shared control link is simulated.,Current,96,45.40567328967154,128,2.8190309872382455,180.4179831832477,0.2708333333333333,1.0,87456.0,0,0.0,752.27202340625,1039.329388,1360.724017,1224.577212,1573.903907,0,0.0,960.0,8000,125,0,3,0,0,0.13657361268997192,0.2720906361937523,0.0,0.18609065283425602
20260723_shared_link_live_v1_agg_static@med_rep1,shared_link_live_v1,hybrid_live_vllm_simulated_link,03caaa06429897b57dfd56f4ce889529cf5b71bc,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU,agg_static@med,agg_static,med,64,1,4,20260723,7fc7697306ca2259b8857df7de2a16b5371f3a7d085cb685857596308dbe0191,0.55,64,128,64,128,32,4,2048,4,104544,30.0,28.0,0.05,8,4,0.5,50.0,2.0,greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v1:full:agg_static@med:rep1,False,TTFT and cached-token telemetry are live vLLM measurements; only the shared control link is simulated.,Current,96,47.942006489261985,128,2.669892425730436,170.87311524674791,0.2708333333333333,1.0,87456.0,0,0.0,765.0367131458333,1008.549049,1440.337459,1199.474555,1655.537404,0,0.0,410.0,8000,125,0,3,0,0,0.3151750164106488,0.6292556170374155,0.0,0.42855698866564684
20260723_shared_link_live_v1_agg_static@high_rep1,shared_link_live_v1,hybrid_live_vllm_simulated_link,03caaa06429897b57dfd56f4ce889529cf5b71bc,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU,agg_static@high,agg_static,high,64,1,4,20260723,7fc7697306ca2259b8857df7de2a16b5371f3a7d085cb685857596308dbe0191,0.55,64,128,64,128,32,4,2048,4,104544,30.0,28.0,0.05,8,4,0.5,50.0,2.0,greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v1:full:agg_static@high:rep1,False,TTFT and cached-token telemetry are live vLLM measurements; only the shared control link is simulated.,Current,96,45.385354574769735,128,2.8202930482591566,180.49875508858602,0.2708333333333333,1.0,87456.0,0,0.0,729.8458231666666,1007.229149,1243.215415,1185.313612,1479.735458,0,0.0,300.0,8000,125,0,3,0,0,0.4306003646925092,0.8576877573505044,0.0,0.5840139162118021
20260723_shared_link_live_v1_agg_adaptive@low_rep1,shared_link_live_v1,hybrid_live_vllm_simulated_link,03caaa06429897b57dfd56f4ce889529cf5b71bc,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU,agg_adaptive@low,agg_adaptive,low,64,1,4,20260723,7fc7697306ca2259b8857df7de2a16b5371f3a7d085cb685857596308dbe0191,0.55,64,128,64,128,32,4,2048,4,104544,30.0,28.0,0.05,8,4,0.5,50.0,2.0,greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v1:full:agg_adaptive@low:rep1,False,TTFT and cached-token telemetry are live vLLM measurements; only the shared control link is simulated.,Current,96,45.647393023595214,128,2.804103181398258,179.46260360948853,0.2708333333333333,1.0,87456.0,0,0.0,751.8766710416667,1051.247748,1257.779516,1244.827869,1556.860227,0,0.0,960.0,8000,125,0,3,0,0,0.13695012126117945,0.27198993507772684,0.0,0.18612604327327414
